inventory_id,product_id,snapshot_date,warehouse_id,quantity_on_hand,quantity_reserved,reorder_triggered,unit_cost_snapshot,created_at,reorder_point,reorder_quantity,quantity_available,is_below_reorder
6504,18,2024-10-08,WH-003,106,16,False,83.23,2024-10-08,132,396,90,True
6505,18,2024-10-09,WH-003,91,13,False,82.98,2024-10-09,132,396,78,True
6506,18,2024-10-10,WH-003,88,8,False,82.15,2024-10-10,132,396,80,True
6507,18,2024-10-11,WH-003,86,2,False,84.31,2024-10-11,132,396,84,True
6508,18,2024-10-12,WH-003,79,18,False,83.39,2024-10-12,132,396,61,True
6509,18,2024-10-13,WH-003,66,4,False,81.49,2024-10-13,132,396,62,True
6510,18,2024-10-14,WH-003,50,4,False,81.75,2024-10-14,132,396,46,True
6511,18,2024-10-15,WH-003,39,7,False,82.48,2024-10-15,132,396,32,True
6512,18,2024-10-16,WH-003,31,3,False,81.74,2024-10-16,132,396,28,True
6513,18,2024-10-17,WH-003,30,3,False,83.08,2024-10-17,132,396,27,True
6514,18,2024-10-18,WH-003,19,1,False,84.18,2024-10-18,132,396,18,True
6515,18,2024-10-19,WH-003,412,63,False,84.52,2024-10-19,132,396,349,False
6516,18,2024-10-20,WH-003,400,28,False,83.38,2024-10-20,132,396,372,False
6517,18,2024-10-21,WH-003,392,10,False,84.01,2024-10-21,132,396,382,False
6518,18,2024-10-22,WH-003,389,42,False,81.44,2024-10-22,132,396,347,False
6519,18,2024-10-23,WH-003,385,7,False,83.84,2024-10-23,132,396,378,False
6520,18,2024-10-24,WH-003,366,55,False,85.2,2024-10-24,132,396,311,False
6521,18,2024-10-25,WH-003,359,17,False,83.36,2024-10-25,132,396,342,False
6522,18,2024-10-26,WH-003,348,44,False,83.67,2024-10-26,132,396,304,False
6523,18,2024-10-27,WH-003,345,50,False,84.95,2024-10-27,132,396,295,False
6524,18,2024-10-28,WH-003,340,10,False,83.86,2024-10-28,132,396,330,False
6525,18,2024-10-29,WH-003,335,45,False,80.79,2024-10-29,132,396,290,False
6526,18,2024-10-30,WH-003,315,33,False,82.71,2024-10-30,132,396,282,False
6527,18,2024-10-31,WH-003,310,61,False,82.02,2024-10-31,132,396,249,False
6528,18,2024-11-01,WH-003,303,52,False,83.38,2024-11-01,132,396,251,False
6529,18,2024-11-02,WH-003,294,3,False,80.97,2024-11-02,132,396,291,False
6530,18,2024-11-03,WH-003,293,17,False,84.81,2024-11-03,132,396,276,False
6531,18,2024-11-04,WH-003,289,20,False,83.52,2024-11-04,132,396,269,False
6532,18,2024-11-05,WH-003,283,14,False,83.59,2024-11-05,132,396,269,False
6533,18,2024-11-06,WH-003,267,66,False,82.27,2024-11-06,132,396,201,False
6534,18,2024-11-07,WH-003,257,54,False,81.73,2024-11-07,132,396,203,False
6535,18,2024-11-08,WH-003,242,3,False,84.31,2024-11-08,132,396,239,False
6536,18,2024-11-09,WH-003,235,5,False,84.95,2024-11-09,132,396,230,False
6537,18,2024-11-10,WH-003,229,14,False,81.82,2024-11-10,132,396,215,False
6538,18,2024-11-11,WH-003,224,22,False,81.69,2024-11-11,132,396,202,False
6539,18,2024-11-12,WH-003,214,32,False,82.33,2024-11-12,132,396,182,False
6540,18,2024-11-13,WH-003,200,46,False,84.01,2024-11-13,132,396,154,False
6541,18,2024-11-14,WH-003,193,43,False,82.81,2024-11-14,132,396,150,False
6542,18,2024-11-15,WH-003,190,29,False,81.78,2024-11-15,132,396,161,False
6543,18,2024-11-16,WH-003,189,18,False,82.55,2024-11-16,132,396,171,False
6544,18,2024-11-17,WH-003,185,34,False,81.04,2024-11-17,132,396,151,False
6545,18,2024-11-18,WH-003,178,6,False,84.83,2024-11-18,132,396,172,False
6546,18,2024-11-19,WH-003,164,18,False,82.82,2024-11-19,132,396,146,False
6547,18,2024-11-20,WH-003,152,25,False,82.51,2024-11-20,132,396,127,True
6548,18,2024-11-21,WH-003,119,8,True,80.51,2024-11-21,132,396,111,True
6549,18,2024-11-22,WH-003,112,13,False,81.44,2024-11-22,132,396,99,True
6550,18,2024-11-23,WH-003,108,6,False,81.56,2024-11-23,132,396,102,True
6551,18,2024-11-24,WH-003,107,4,False,81.55,2024-11-24,132,396,103,True
6552,18,2024-11-25,WH-003,91,16,False,82.26,2024-11-25,132,396,75,True
6553,18,2024-11-26,WH-003,70,15,False,84.31,2024-11-26,132,396,55,True
6554,18,2024-11-27,WH-003,64,0,False,80.88,2024-11-27,132,396,64,True
6555,18,2024-11-28,WH-003,58,0,False,81.23,2024-11-28,132,396,58,True
6556,18,2024-11-29,WH-003,44,11,False,80.51,2024-11-29,132,396,33,True
6557,18,2024-11-30,WH-003,35,2,False,80.5,2024-11-30,132,396,33,True
6558,18,2024-12-01,WH-003,20,0,False,85.29,2024-12-01,132,396,20,True
6559,18,2024-12-02,WH-003,14,2,False,83.32,2024-12-02,132,396,12,True
6560,18,2024-12-03,WH-003,0,0,False,83.26,2024-12-03,132,396,0,True
6561,18,2024-12-04,WH-003,0,0,False,80.6,2024-12-04,132,396,0,True
6562,18,2024-12-05,WH-003,0,0,False,83.89,2024-12-05,132,396,0,True
6563,18,2024-12-06,WH-003,0,0,False,83.96,2024-12-06,132,396,0,True
6564,18,2024-12-07,WH-003,0,0,False,82.43,2024-12-07,132,396,0,True
6565,18,2024-12-08,WH-003,0,0,False,84.26,2024-12-08,132,396,0,True
6566,18,2024-12-09,WH-003,0,0,False,82.96,2024-12-09,132,396,0,True
6567,18,2024-12-10,WH-003,0,0,False,80.54,2024-12-10,132,396,0,True
6568,18,2024-12-11,WH-003,0,0,False,80.4,2024-12-11,132,396,0,True
6569,18,2024-12-12,WH-003,0,0,False,80.75,2024-12-12,132,396,0,True
6570,18,2024-12-13,WH-003,0,0,False,80.99,2024-12-13,132,396,0,True
6571,18,2024-12-14,WH-003,0,0,False,84.3,2024-12-14,132,396,0,True
6572,18,2024-12-15,WH-003,0,0,False,85.06,2024-12-15,132,396,0,True
6573,18,2024-12-16,WH-003,0,0,False,80.72,2024-12-16,132,396,0,True
6574,18,2024-12-17,WH-003,0,0,False,83.76,2024-12-17,132,396,0,True
6575,18,2024-12-18,WH-003,387,49,False,80.87,2024-12-18,132,396,338,False
6576,18,2024-12-19,WH-003,382,56,False,82.31,2024-12-19,132,396,326,False
6577,18,2024-12-20,WH-003,372,67,False,80.85,2024-12-20,132,396,305,False
6578,18,2024-12-21,WH-003,368,55,False,81.33,2024-12-21,132,396,313,False
6579,18,2024-12-22,WH-003,364,39,False,80.45,2024-12-22,132,396,325,False
6580,18,2024-12-23,WH-003,356,32,False,83.63,2024-12-23,132,396,324,False
6581,18,2024-12-24,WH-003,339,20,False,80.73,2024-12-24,132,396,319,False
6582,18,2024-12-25,WH-003,335,24,False,80.87,2024-12-25,132,396,311,False
6583,18,2024-12-26,WH-003,326,71,False,82.23,2024-12-26,132,396,255,False
6584,18,2024-12-27,WH-003,319,18,False,83.46,2024-12-27,132,396,301,False
6585,18,2024-12-28,WH-003,313,27,False,85.08,2024-12-28,132,396,286,False
6586,18,2024-12-29,WH-003,305,67,False,83.8,2024-12-29,132,396,238,False
6587,18,2024-12-30,WH-003,296,23,False,80.53,2024-12-30,132,396,273,False
6588,18,2024-12-31,WH-003,286,43,False,80.45,2024-12-31,132,396,243,False
6589,19,2024-01-01,WH-003,541,19,False,23.13,2024-01-01,321,642,522,False
6590,19,2024-01-02,WH-003,513,78,False,23.87,2024-01-02,321,642,435,False
6591,19,2024-01-03,WH-003,487,56,False,23.77,2024-01-03,321,642,431,False
6592,19,2024-01-04,WH-003,480,57,False,23.77,2024-01-04,321,642,423,False
6593,19,2024-01-05,WH-003,473,17,False,23.66,2024-01-05,321,642,456,False
6594,19,2024-01-06,WH-003,467,37,False,23.16,2024-01-06,321,642,430,False
6595,19,2024-01-07,WH-003,465,84,False,23.78,2024-01-07,321,642,381,False
6596,19,2024-01-08,WH-003,419,83,False,22.57,2024-01-08,321,642,336,False
6597,19,2024-01-09,WH-003,391,18,False,23.56,2024-01-09,321,642,373,False
6598,19,2024-01-10,WH-003,376,17,False,23.14,2024-01-10,321,642,359,False
6599,19,2024-01-11,WH-003,373,45,False,23.02,2024-01-11,321,642,328,False
6600,19,2024-01-12,WH-003,364,3,False,23.06,2024-01-12,321,642,361,False
6601,19,2024-01-13,WH-003,359,89,False,22.8,2024-01-13,321,642,270,True
6602,19,2024-01-14,WH-003,358,57,False,23.31,2024-01-14,321,642,301,True
6603,19,2024-01-15,WH-003,345,38,False,22.55,2024-01-15,321,642,307,True
6604,19,2024-01-16,WH-003,284,50,True,23.29,2024-01-16,321,642,234,True
6605,19,2024-01-17,WH-003,267,22,False,23.32,2024-01-17,321,642,245,True
6606,19,2024-01-18,WH-003,248,31,False,23.58,2024-01-18,321,642,217,True
6607,19,2024-01-19,WH-003,228,23,False,23.46,2024-01-19,321,642,205,True
6608,19,2024-01-20,WH-003,221,20,False,23.46,2024-01-20,321,642,201,True
6609,19,2024-01-21,WH-003,214,51,False,23.72,2024-01-21,321,642,163,True
6610,19,2024-01-22,WH-003,846,149,False,23.78,2024-01-22,321,642,697,False
6611,19,2024-01-23,WH-003,832,66,False,23.5,2024-01-23,321,642,766,False
6612,19,2024-01-24,WH-003,820,39,False,23.31,2024-01-24,321,642,781,False
6613,19,2024-01-25,WH-003,792,63,False,23.78,2024-01-25,321,642,729,False
6614,19,2024-01-26,WH-003,775,155,False,23.41,2024-01-26,321,642,620,False
6615,19,2024-01-27,WH-003,765,143,False,23.65,2024-01-27,321,642,622,False
6616,19,2024-01-28,WH-003,740,124,False,23.87,2024-01-28,321,642,616,False
6617,19,2024-01-29,WH-003,739,46,False,22.5,2024-01-29,321,642,693,False
6618,19,2024-01-30,WH-003,728,22,False,23.18,2024-01-30,321,642,706,False
6619,19,2024-01-31,WH-003,699,163,False,23.82,2024-01-31,321,642,536,False
6620,19,2024-02-01,WH-003,693,172,False,23.73,2024-02-01,321,642,521,False
6621,19,2024-02-02,WH-003,656,20,False,23.37,2024-02-02,321,642,636,False
6622,19,2024-02-03,WH-003,649,61,False,22.5,2024-02-03,321,642,588,False
6623,19,2024-02-04,WH-003,632,150,False,23.33,2024-02-04,321,642,482,False
6624,19,2024-02-05,WH-003,580,116,False,23.46,2024-02-05,321,642,464,False
6625,19,2024-02-06,WH-003,556,101,False,23.8,2024-02-06,321,642,455,False
6626,19,2024-02-07,WH-003,536,96,False,23.2,2024-02-07,321,642,440,False
6627,19,2024-02-08,WH-003,534,24,False,23.44,2024-02-08,321,642,510,False
6628,19,2024-02-09,WH-003,511,127,False,22.9,2024-02-09,321,642,384,False
6629,19,2024-02-10,WH-003,509,56,False,23.15,2024-02-10,321,642,453,False
6630,19,2024-02-11,WH-003,509,3,False,23.63,2024-02-11,321,642,506,False
6631,19,2024-02-12,WH-003,501,74,False,22.94,2024-02-12,321,642,427,False
6632,19,2024-02-13,WH-003,472,104,False,22.76,2024-02-13,321,642,368,False
6633,19,2024-02-14,WH-003,461,52,False,23.33,2024-02-14,321,642,409,False
6634,19,2024-02-15,WH-003,455,23,False,23.3,2024-02-15,321,642,432,False
6635,19,2024-02-16,WH-003,454,65,False,22.68,2024-02-16,321,642,389,False
6636,19,2024-02-17,WH-003,453,57,False,23.55,2024-02-17,321,642,396,False
6637,19,2024-02-18,WH-003,446,62,False,22.78,2024-02-18,321,642,384,False
6638,19,2024-02-19,WH-003,421,22,False,23.51,2024-02-19,321,642,399,False
6639,19,2024-02-20,WH-003,405,20,False,23.68,2024-02-20,321,642,385,False
6640,19,2024-02-21,WH-003,386,96,False,22.98,2024-02-21,321,642,290,True
6641,19,2024-02-22,WH-003,371,73,False,23.08,2024-02-22,321,642,298,True
6642,19,2024-02-23,WH-003,368,49,False,23.07,2024-02-23,321,642,319,True
6643,19,2024-02-24,WH-003,346,45,False,22.51,2024-02-24,321,642,301,True
6644,19,2024-02-25,WH-003,328,57,False,23.6,2024-02-25,321,642,271,True
6645,19,2024-02-26,WH-003,308,25,True,23.58,2024-02-26,321,642,283,True
6646,19,2024-02-27,WH-003,278,60,False,23.45,2024-02-27,321,642,218,True
6647,19,2024-02-28,WH-003,248,53,False,23.28,2024-02-28,321,642,195,True
6648,19,2024-02-29,WH-003,178,3,False,23.0,2024-02-29,321,642,175,True
6649,19,2024-03-01,WH-003,161,23,False,23.22,2024-03-01,321,642,138,True
6650,19,2024-03-02,WH-003,151,12,False,23.43,2024-03-02,321,642,139,True
6651,19,2024-03-03,WH-003,786,58,False,23.19,2024-03-03,321,642,728,False
6652,19,2024-03-04,WH-003,755,14,False,23.57,2024-03-04,321,642,741,False
6653,19,2024-03-05,WH-003,752,131,False,23.35,2024-03-05,321,642,621,False
6654,19,2024-03-06,WH-003,740,144,False,23.22,2024-03-06,321,642,596,False
6655,19,2024-03-07,WH-003,726,28,False,23.49,2024-03-07,321,642,698,False
6656,19,2024-03-08,WH-003,721,112,False,22.49,2024-03-08,321,642,609,False
6657,19,2024-03-09,WH-003,712,97,False,23.01,2024-03-09,321,642,615,False
6658,19,2024-03-10,WH-003,711,21,False,22.62,2024-03-10,321,642,690,False
6659,19,2024-03-11,WH-003,704,127,False,23.3,2024-03-11,321,642,577,False
6660,19,2024-03-12,WH-003,693,111,False,23.47,2024-03-12,321,642,582,False
6661,19,2024-03-13,WH-003,689,25,False,23.26,2024-03-13,321,642,664,False
6662,19,2024-03-14,WH-003,659,62,False,22.5,2024-03-14,321,642,597,False
6663,19,2024-03-15,WH-003,632,150,False,22.96,2024-03-15,321,642,482,False
6664,19,2024-03-16,WH-003,622,59,False,23.29,2024-03-16,321,642,563,False
6665,19,2024-03-17,WH-003,602,57,False,23.8,2024-03-17,321,642,545,False
6666,19,2024-03-18,WH-003,594,94,False,23.59,2024-03-18,321,642,500,False
6667,19,2024-03-19,WH-003,576,111,False,22.81,2024-03-19,321,642,465,False
6668,19,2024-03-20,WH-003,540,69,False,23.05,2024-03-20,321,642,471,False
6669,19,2024-03-21,WH-003,509,24,False,22.91,2024-03-21,321,642,485,False
6670,19,2024-03-22,WH-003,498,99,False,23.13,2024-03-22,321,642,399,False
6671,19,2024-03-23,WH-003,487,91,False,23.54,2024-03-23,321,642,396,False
6672,19,2024-03-24,WH-003,479,98,False,23.73,2024-03-24,321,642,381,False
6673,19,2024-03-25,WH-003,445,12,False,23.19,2024-03-25,321,642,433,False
6674,19,2024-03-26,WH-003,438,96,False,23.16,2024-03-26,321,642,342,False
6675,19,2024-03-27,WH-003,409,102,False,22.81,2024-03-27,321,642,307,True
6676,19,2024-03-28,WH-003,399,17,False,23.37,2024-03-28,321,642,382,False
6677,19,2024-03-29,WH-003,388,16,False,23.59,2024-03-29,321,642,372,False
6678,19,2024-03-30,WH-003,381,45,False,22.72,2024-03-30,321,642,336,False
6679,19,2024-03-31,WH-003,376,87,False,22.75,2024-03-31,321,642,289,True
6680,19,2024-04-01,WH-003,335,65,False,22.82,2024-04-01,321,642,270,True
6681,19,2024-04-02,WH-003,290,32,True,22.94,2024-04-02,321,642,258,True
6682,19,2024-04-03,WH-003,260,53,False,22.5,2024-04-03,321,642,207,True
6683,19,2024-04-04,WH-003,248,26,False,22.55,2024-04-04,321,642,222,True
6684,19,2024-04-05,WH-003,247,44,False,23.68,2024-04-05,321,642,203,True
6685,19,2024-04-06,WH-003,235,34,False,23.11,2024-04-06,321,642,201,True
6686,19,2024-04-07,WH-003,218,48,False,22.55,2024-04-07,321,642,170,True
6687,19,2024-04-08,WH-003,856,191,False,23.73,2024-04-08,321,642,665,False
6688,19,2024-04-09,WH-003,837,62,False,22.96,2024-04-09,321,642,775,False
6689,19,2024-04-10,WH-003,830,121,False,22.62,2024-04-10,321,642,709,False
6690,19,2024-04-11,WH-003,800,54,False,23.64,2024-04-11,321,642,746,False
6691,19,2024-04-12,WH-003,787,46,False,23.85,2024-04-12,321,642,741,False
6692,19,2024-04-13,WH-003,743,165,False,22.7,2024-04-13,321,642,578,False
6693,19,2024-04-14,WH-003,723,12,False,23.0,2024-04-14,321,642,711,False
6694,19,2024-04-15,WH-003,715,35,False,22.67,2024-04-15,321,642,680,False
6695,19,2024-04-16,WH-003,672,165,False,23.79,2024-04-16,321,642,507,False
6696,19,2024-04-17,WH-003,649,26,False,23.14,2024-04-17,321,642,623,False
6697,19,2024-04-18,WH-003,642,48,False,22.9,2024-04-18,321,642,594,False
6698,19,2024-04-19,WH-003,631,123,False,22.59,2024-04-19,321,642,508,False
6699,19,2024-04-20,WH-003,618,110,False,23.66,2024-04-20,321,642,508,False
6700,19,2024-04-21,WH-003,607,104,False,22.65,2024-04-21,321,642,503,False
6701,19,2024-04-22,WH-003,553,68,False,22.85,2024-04-22,321,642,485,False
6702,19,2024-04-23,WH-003,504,56,False,23.27,2024-04-23,321,642,448,False
6703,19,2024-04-24,WH-003,489,13,False,23.77,2024-04-24,321,642,476,False
6704,19,2024-04-25,WH-003,466,96,False,23.77,2024-04-25,321,642,370,False
6705,19,2024-04-26,WH-003,465,28,False,22.84,2024-04-26,321,642,437,False
6706,19,2024-04-27,WH-003,447,84,False,23.68,2024-04-27,321,642,363,False
6707,19,2024-04-28,WH-003,431,17,False,23.24,2024-04-28,321,642,414,False
6708,19,2024-04-29,WH-003,425,66,False,23.45,2024-04-29,321,642,359,False
6709,19,2024-04-30,WH-003,403,35,False,23.12,2024-04-30,321,642,368,False
6710,19,2024-05-01,WH-003,358,36,False,23.41,2024-05-01,321,642,322,False
6711,19,2024-05-02,WH-003,344,5,False,23.43,2024-05-02,321,642,339,False
6712,19,2024-05-03,WH-003,332,30,False,23.26,2024-05-03,321,642,302,True
6713,19,2024-05-04,WH-003,329,41,False,22.52,2024-05-04,321,642,288,True
6714,19,2024-05-05,WH-003,306,74,True,23.62,2024-05-05,321,642,232,True
6715,19,2024-05-06,WH-003,262,12,False,22.74,2024-05-06,321,642,250,True
6716,19,2024-05-07,WH-003,253,50,False,23.29,2024-05-07,321,642,203,True
6717,19,2024-05-08,WH-003,224,43,False,23.03,2024-05-08,321,642,181,True
6718,19,2024-05-09,WH-003,197,28,False,23.11,2024-05-09,321,642,169,True
6719,19,2024-05-10,WH-003,175,32,False,23.51,2024-05-10,321,642,143,True
6720,19,2024-05-11,WH-003,801,178,False,22.87,2024-05-11,321,642,623,False
6721,19,2024-05-12,WH-003,792,164,False,23.63,2024-05-12,321,642,628,False
6722,19,2024-05-13,WH-003,757,82,False,23.48,2024-05-13,321,642,675,False
6723,19,2024-05-14,WH-003,735,89,False,23.82,2024-05-14,321,642,646,False
6724,19,2024-05-15,WH-003,703,150,False,23.44,2024-05-15,321,642,553,False
6725,19,2024-05-16,WH-003,684,34,False,23.83,2024-05-16,321,642,650,False
6726,19,2024-05-17,WH-003,674,140,False,23.05,2024-05-17,321,642,534,False
6727,19,2024-05-18,WH-003,666,16,False,22.78,2024-05-18,321,642,650,False
6728,19,2024-05-19,WH-003,645,139,False,22.53,2024-05-19,321,642,506,False
6729,19,2024-05-20,WH-003,621,107,False,23.82,2024-05-20,321,642,514,False
6730,19,2024-05-21,WH-003,593,88,False,23.54,2024-05-21,321,642,505,False
6731,19,2024-05-22,WH-003,579,28,False,23.84,2024-05-22,321,642,551,False
6732,19,2024-05-23,WH-003,566,129,False,23.32,2024-05-23,321,642,437,False
6733,19,2024-05-24,WH-003,559,56,False,23.67,2024-05-24,321,642,503,False
6734,19,2024-05-25,WH-003,556,122,False,23.43,2024-05-25,321,642,434,False
6735,19,2024-05-26,WH-003,542,30,False,23.75,2024-05-26,321,642,512,False
6736,19,2024-05-27,WH-003,538,13,False,23.3,2024-05-27,321,642,525,False
6737,19,2024-05-28,WH-003,529,19,False,23.75,2024-05-28,321,642,510,False
6738,19,2024-05-29,WH-003,497,29,False,23.26,2024-05-29,321,642,468,False
6739,19,2024-05-30,WH-003,476,119,False,23.17,2024-05-30,321,642,357,False
6740,19,2024-05-31,WH-003,454,59,False,23.02,2024-05-31,321,642,395,False
6741,19,2024-06-01,WH-003,441,24,False,23.52,2024-06-01,321,642,417,False
6742,19,2024-06-02,WH-003,430,53,False,23.65,2024-06-02,321,642,377,False
6743,19,2024-06-03,WH-003,408,60,False,23.01,2024-06-03,321,642,348,False
6744,19,2024-06-04,WH-003,395,44,False,22.76,2024-06-04,321,642,351,False
6745,19,2024-06-05,WH-003,369,60,False,22.6,2024-06-05,321,642,309,True
6746,19,2024-06-06,WH-003,367,60,False,23.58,2024-06-06,321,642,307,True
6747,19,2024-06-07,WH-003,340,10,False,23.86,2024-06-07,321,642,330,False
6748,19,2024-06-08,WH-003,331,64,False,23.64,2024-06-08,321,642,267,True
6749,19,2024-06-09,WH-003,322,80,False,23.74,2024-06-09,321,642,242,True
6750,19,2024-06-10,WH-003,281,8,True,23.68,2024-06-10,321,642,273,True
6751,19,2024-06-11,WH-003,264,30,False,22.64,2024-06-11,321,642,234,True
6752,19,2024-06-12,WH-003,230,56,False,23.08,2024-06-12,321,642,174,True
6753,19,2024-06-13,WH-003,201,8,False,23.43,2024-06-13,321,642,193,True
6754,19,2024-06-14,WH-003,193,45,False,23.32,2024-06-14,321,642,148,True
6755,19,2024-06-15,WH-003,178,33,False,23.28,2024-06-15,321,642,145,True
6756,19,2024-06-16,WH-003,803,19,False,23.11,2024-06-16,321,642,784,False
6757,19,2024-06-17,WH-003,793,85,False,22.86,2024-06-17,321,642,708,False
6758,19,2024-06-18,WH-003,763,72,False,22.56,2024-06-18,321,642,691,False
6759,19,2024-06-19,WH-003,741,136,False,23.87,2024-06-19,321,642,605,False
6760,19,2024-06-20,WH-003,739,146,False,23.15,2024-06-20,321,642,593,False
6761,19,2024-06-21,WH-003,729,60,False,23.21,2024-06-21,321,642,669,False
6762,19,2024-06-22,WH-003,727,1,False,23.3,2024-06-22,321,642,726,False
6763,19,2024-06-23,WH-003,724,50,False,23.79,2024-06-23,321,642,674,False
6764,19,2024-06-24,WH-003,715,51,False,23.87,2024-06-24,321,642,664,False
6765,19,2024-06-25,WH-003,705,39,False,23.17,2024-06-25,321,642,666,False
6766,19,2024-06-26,WH-003,687,102,False,22.78,2024-06-26,321,642,585,False
6767,19,2024-06-27,WH-003,648,0,False,23.23,2024-06-27,321,642,648,False
6768,19,2024-06-28,WH-003,638,72,False,23.37,2024-06-28,321,642,566,False
6769,19,2024-06-29,WH-003,635,45,False,23.65,2024-06-29,321,642,590,False
6770,19,2024-06-30,WH-003,615,1,False,23.84,2024-06-30,321,642,614,False
6771,19,2024-07-01,WH-003,592,28,False,22.9,2024-07-01,321,642,564,False
6772,19,2024-07-02,WH-003,555,85,False,23.16,2024-07-02,321,642,470,False
6773,19,2024-07-03,WH-003,531,116,False,22.8,2024-07-03,321,642,415,False
6774,19,2024-07-04,WH-003,483,52,False,22.65,2024-07-04,321,642,431,False
6775,19,2024-07-05,WH-003,454,25,False,23.7,2024-07-05,321,642,429,False
6776,19,2024-07-06,WH-003,445,83,False,23.05,2024-07-06,321,642,362,False
6777,19,2024-07-07,WH-003,421,30,False,22.62,2024-07-07,321,642,391,False
6778,19,2024-07-08,WH-003,402,5,False,22.94,2024-07-08,321,642,397,False
6779,19,2024-07-09,WH-003,401,15,False,23.37,2024-07-09,321,642,386,False
6780,19,2024-07-10,WH-003,367,47,False,22.76,2024-07-10,321,642,320,True
6781,19,2024-07-11,WH-003,349,64,False,23.72,2024-07-11,321,642,285,True
6782,19,2024-07-12,WH-003,335,57,False,23.51,2024-07-12,321,642,278,True
6783,19,2024-07-13,WH-003,317,72,True,23.7,2024-07-13,321,642,245,True
6784,19,2024-07-14,WH-003,290,39,False,23.21,2024-07-14,321,642,251,True
6785,19,2024-07-15,WH-003,239,58,False,23.2,2024-07-15,321,642,181,True
6786,19,2024-07-16,WH-003,186,21,False,22.93,2024-07-16,321,642,165,True
6787,19,2024-07-17,WH-003,176,33,False,23.31,2024-07-17,321,642,143,True
6788,19,2024-07-18,WH-003,164,6,False,23.35,2024-07-18,321,642,158,True
6789,19,2024-07-19,WH-003,162,22,False,23.14,2024-07-19,321,642,140,True
6790,19,2024-07-20,WH-003,154,3,False,22.67,2024-07-20,321,642,151,True
6791,19,2024-07-21,WH-003,139,13,False,23.38,2024-07-21,321,642,126,True
6792,19,2024-07-22,WH-003,127,24,False,23.71,2024-07-22,321,642,103,True
6793,19,2024-07-23,WH-003,99,2,False,23.41,2024-07-23,321,642,97,True
6794,19,2024-07-24,WH-003,719,133,False,23.36,2024-07-24,321,642,586,False
6795,19,2024-07-25,WH-003,699,114,False,23.66,2024-07-25,321,642,585,False
6796,19,2024-07-26,WH-003,673,85,False,23.1,2024-07-26,321,642,588,False
6797,19,2024-07-27,WH-003,655,110,False,23.59,2024-07-27,321,642,545,False
6798,19,2024-07-28,WH-003,643,90,False,23.64,2024-07-28,321,642,553,False
6799,19,2024-07-29,WH-003,613,89,False,23.67,2024-07-29,321,642,524,False
6800,19,2024-07-30,WH-003,604,72,False,23.26,2024-07-30,321,642,532,False
6801,19,2024-07-31,WH-003,586,122,False,23.82,2024-07-31,321,642,464,False
6802,19,2024-08-01,WH-003,562,57,False,23.46,2024-08-01,321,642,505,False
6803,19,2024-08-02,WH-003,547,125,False,22.96,2024-08-02,321,642,422,False
6804,19,2024-08-03,WH-003,532,45,False,23.77,2024-08-03,321,642,487,False
6805,19,2024-08-04,WH-003,527,116,False,23.27,2024-08-04,321,642,411,False
6806,19,2024-08-05,WH-003,511,42,False,22.87,2024-08-05,321,642,469,False
6807,19,2024-08-06,WH-003,490,82,False,23.23,2024-08-06,321,642,408,False
6808,19,2024-08-07,WH-003,450,77,False,23.07,2024-08-07,321,642,373,False
6809,19,2024-08-08,WH-003,435,96,False,22.78,2024-08-08,321,642,339,False
6810,19,2024-08-09,WH-003,385,72,False,23.67,2024-08-09,321,642,313,True
6811,19,2024-08-10,WH-003,379,50,False,22.68,2024-08-10,321,642,329,False
6812,19,2024-08-11,WH-003,378,6,False,23.25,2024-08-11,321,642,372,False
6813,19,2024-08-12,WH-003,351,3,False,23.1,2024-08-12,321,642,348,False
6814,19,2024-08-13,WH-003,342,40,False,23.85,2024-08-13,321,642,302,True
6815,19,2024-08-14,WH-003,318,65,True,23.29,2024-08-14,321,642,253,True
6816,19,2024-08-15,WH-003,270,43,False,22.81,2024-08-15,321,642,227,True
6817,19,2024-08-16,WH-003,239,26,False,23.86,2024-08-16,321,642,213,True
6818,19,2024-08-17,WH-003,233,33,False,22.72,2024-08-17,321,642,200,True
6819,19,2024-08-18,WH-003,213,19,False,22.87,2024-08-18,321,642,194,True
6820,19,2024-08-19,WH-003,210,9,False,23.24,2024-08-19,321,642,201,True
6821,19,2024-08-20,WH-003,838,189,False,23.55,2024-08-20,321,642,649,False
6822,19,2024-08-21,WH-003,819,96,False,23.76,2024-08-21,321,642,723,False
6823,19,2024-08-22,WH-003,799,119,False,23.26,2024-08-22,321,642,680,False
6824,19,2024-08-23,WH-003,780,138,False,22.65,2024-08-23,321,642,642,False
6825,19,2024-08-24,WH-003,765,5,False,23.53,2024-08-24,321,642,760,False
6826,19,2024-08-25,WH-003,758,39,False,23.33,2024-08-25,321,642,719,False
6827,19,2024-08-26,WH-003,733,23,False,23.36,2024-08-26,321,642,710,False
6828,19,2024-08-27,WH-003,699,2,False,23.08,2024-08-27,321,642,697,False
6829,19,2024-08-28,WH-003,693,125,False,23.03,2024-08-28,321,642,568,False
6830,19,2024-08-29,WH-003,655,136,False,23.19,2024-08-29,321,642,519,False
6831,19,2024-08-30,WH-003,648,53,False,23.35,2024-08-30,321,642,595,False
6832,19,2024-08-31,WH-003,626,97,False,23.81,2024-08-31,321,642,529,False
6833,19,2024-09-01,WH-003,620,140,False,23.63,2024-09-01,321,642,480,False
6834,19,2024-09-02,WH-003,608,71,False,23.61,2024-09-02,321,642,537,False
