forecast_id,product_id,forecast_date,generated_at,model_name,model_version,predicted_demand,lower_bound_95,upper_bound_95,actual_demand,mae,mape,confidence_score,horizon_days
1903,21,2024-12-02,2024-11-25,xgboost_demand_v1,1.0.0,7.8,6.24,9.36,5.0,2.8,46.6667,0.9751,7
1904,21,2024-12-03,2024-11-26,xgboost_demand_v1,1.0.0,8.13,6.5,9.76,7.0,1.13,14.125,0.9844,7
1905,21,2024-12-04,2024-11-27,xgboost_demand_v1,1.0.0,8.11,6.49,9.73,11.0,2.89,24.0833,0.9865,7
1906,21,2024-12-05,2024-11-28,xgboost_demand_v1,1.0.0,8.02,6.42,9.62,5.0,3.02,50.3333,0.99,7
1907,21,2024-12-06,2024-11-29,xgboost_demand_v1,1.0.0,8.34,6.67,10.01,9.0,0.66,6.6,0.9579,7
1908,21,2024-12-07,2024-11-30,xgboost_demand_v1,1.0.0,5.27,4.22,6.32,3.0,2.27,56.75,0.903,7
1909,21,2024-12-08,2024-12-01,xgboost_demand_v1,1.0.0,4.07,3.26,4.88,1.0,3.07,100.0,0.8474,7
1910,21,2024-12-09,2024-12-02,xgboost_demand_v1,1.0.0,7.87,6.3,9.44,5.0,2.87,47.8333,0.9836,7
1911,21,2024-12-10,2024-12-03,xgboost_demand_v1,1.0.0,7.6,6.08,9.12,3.0,4.6,100.0,0.95,7
1912,21,2024-12-11,2024-12-04,xgboost_demand_v1,1.0.0,8.22,6.58,9.86,1.0,7.22,100.0,0.9719,7
1913,21,2024-12-12,2024-12-05,xgboost_demand_v1,1.0.0,7.94,6.35,9.53,1.0,6.94,100.0,0.99,7
1914,21,2024-12-13,2024-12-06,xgboost_demand_v1,1.0.0,9.31,7.45,11.17,6.0,3.31,47.2857,0.8361,7
1915,21,2024-12-14,2024-12-07,xgboost_demand_v1,1.0.0,5.08,4.06,6.1,8.0,2.92,32.4444,0.9425,7
1916,21,2024-12-15,2024-12-08,xgboost_demand_v1,1.0.0,5.42,4.34,6.5,1.0,4.42,100.0,0.8706,7
1917,21,2024-12-16,2024-12-09,xgboost_demand_v1,1.0.0,7.77,6.22,9.32,4.0,3.77,75.4,0.9718,7
1918,21,2024-12-17,2024-12-10,xgboost_demand_v1,1.0.0,8.86,7.09,10.63,9.0,0.14,1.4,0.8921,7
1919,21,2024-12-18,2024-12-11,xgboost_demand_v1,1.0.0,7.5,6.0,9.0,5.0,2.5,41.6667,0.9379,7
1920,21,2024-12-19,2024-12-12,xgboost_demand_v1,1.0.0,7.08,5.66,8.5,2.0,5.08,100.0,0.8845,7
1921,21,2024-12-20,2024-12-13,xgboost_demand_v1,1.0.0,9.3,7.44,11.16,6.0,3.3,47.1429,0.8379,7
1922,21,2024-12-21,2024-12-14,xgboost_demand_v1,1.0.0,4.77,3.82,5.72,2.0,2.77,92.3333,0.99,7
1923,21,2024-12-22,2024-12-15,xgboost_demand_v1,1.0.0,4.78,3.82,5.74,3.0,1.78,44.5,0.99,7
1924,21,2024-12-23,2024-12-16,xgboost_demand_v1,1.0.0,7.25,5.8,8.7,7.0,0.25,3.125,0.9059,7
1925,21,2024-12-24,2024-12-17,xgboost_demand_v1,1.0.0,13.47,10.78,16.16,5.0,8.47,100.0,0.8862,7
1926,21,2024-12-25,2024-12-18,xgboost_demand_v1,1.0.0,2.87,2.3,3.44,3.0,0.13,3.25,0.8051,7
1927,21,2024-12-26,2024-12-19,xgboost_demand_v1,1.0.0,8.99,7.19,10.79,3.0,5.99,100.0,0.8758,7
1928,21,2024-12-27,2024-12-20,xgboost_demand_v1,1.0.0,7.16,5.73,8.59,7.0,0.16,2.0,0.8949,7
1929,21,2024-12-28,2024-12-21,xgboost_demand_v1,1.0.0,4.38,3.5,5.26,2.0,2.38,79.3333,0.9116,7
1930,21,2024-12-29,2024-12-22,xgboost_demand_v1,1.0.0,4.92,3.94,5.9,2.0,2.92,97.3333,0.9747,7
1931,21,2024-12-30,2024-12-23,xgboost_demand_v1,1.0.0,7.61,6.09,9.13,1.0,6.61,100.0,0.9511,7
1932,21,2024-12-31,2024-12-24,xgboost_demand_v1,1.0.0,8.71,6.97,10.45,3.0,5.71,100.0,0.9077,7
1933,22,2024-10-01,2024-09-24,xgboost_demand_v1,1.0.0,42.62,34.1,51.14,1.0,41.62,100.0,0.9108,7
1934,22,2024-10-02,2024-09-25,xgboost_demand_v1,1.0.0,45.7,36.56,54.84,19.0,26.7,100.0,0.9764,7
1935,22,2024-10-03,2024-09-26,xgboost_demand_v1,1.0.0,38.92,31.14,46.7,44.0,5.08,11.2889,0.8316,7
1936,22,2024-10-04,2024-09-27,xgboost_demand_v1,1.0.0,42.32,33.86,50.78,23.0,19.32,80.5,0.9043,7
1937,22,2024-10-05,2024-09-28,xgboost_demand_v1,1.0.0,31.75,25.4,38.1,18.0,13.75,72.3684,0.8693,7
1938,22,2024-10-06,2024-09-29,xgboost_demand_v1,1.0.0,24.43,19.54,29.32,8.0,16.43,100.0,0.8701,7
1939,22,2024-10-07,2024-09-30,xgboost_demand_v1,1.0.0,46.32,37.06,55.58,30.0,16.32,52.6452,0.9896,7
1940,22,2024-10-08,2024-10-01,xgboost_demand_v1,1.0.0,48.33,38.66,58.0,59.0,10.67,17.7833,0.9672,7
1941,22,2024-10-09,2024-10-02,xgboost_demand_v1,1.0.0,52.57,42.06,63.08,28.0,24.57,84.7241,0.8768,7
1942,22,2024-10-10,2024-10-03,xgboost_demand_v1,1.0.0,39.5,31.6,47.4,2.0,37.5,100.0,0.8441,7
1943,22,2024-10-11,2024-10-04,xgboost_demand_v1,1.0.0,42.01,33.61,50.41,8.0,34.01,100.0,0.8977,7
1944,22,2024-10-12,2024-10-05,xgboost_demand_v1,1.0.0,27.86,22.29,33.43,40.0,12.14,29.6098,0.99,7
1945,22,2024-10-13,2024-10-06,xgboost_demand_v1,1.0.0,31.36,25.09,37.63,11.0,20.36,100.0,0.8833,7
1946,22,2024-10-14,2024-10-07,xgboost_demand_v1,1.0.0,50.39,40.31,60.47,10.0,40.39,100.0,0.9233,7
1947,22,2024-10-15,2024-10-08,xgboost_demand_v1,1.0.0,55.85,44.68,67.02,7.0,48.85,100.0,0.8066,7
1948,22,2024-10-16,2024-10-09,xgboost_demand_v1,1.0.0,43.23,34.58,51.88,52.0,8.77,16.5472,0.9236,7
1949,22,2024-10-17,2024-10-10,xgboost_demand_v1,1.0.0,42.59,34.07,51.11,20.0,22.59,100.0,0.91,7
1950,22,2024-10-18,2024-10-11,xgboost_demand_v1,1.0.0,43.01,34.41,51.61,34.0,9.01,25.7429,0.9191,7
1951,22,2024-10-19,2024-10-12,xgboost_demand_v1,1.0.0,25.75,20.6,30.9,12.0,13.75,100.0,0.9171,7
1952,22,2024-10-20,2024-10-13,xgboost_demand_v1,1.0.0,25.04,20.03,30.05,39.0,13.96,34.9,0.8917,7
1953,22,2024-10-21,2024-10-14,xgboost_demand_v1,1.0.0,49.13,39.3,58.96,12.0,37.13,100.0,0.9502,7
1954,22,2024-10-22,2024-10-15,xgboost_demand_v1,1.0.0,37.13,29.7,44.56,31.0,6.13,19.1563,0.7935,7
1955,22,2024-10-23,2024-10-16,xgboost_demand_v1,1.0.0,53.6,42.88,64.32,32.0,21.6,65.4545,0.8547,7
1956,22,2024-10-24,2024-10-17,xgboost_demand_v1,1.0.0,45.92,36.74,55.1,30.0,15.92,51.3548,0.9812,7
1957,22,2024-10-25,2024-10-18,xgboost_demand_v1,1.0.0,49.05,39.24,58.86,16.0,33.05,100.0,0.952,7
1958,22,2024-10-26,2024-10-19,xgboost_demand_v1,1.0.0,23.47,18.78,28.16,33.0,9.53,28.0294,0.8359,7
1959,22,2024-10-27,2024-10-20,xgboost_demand_v1,1.0.0,25.38,20.3,30.46,6.0,19.38,100.0,0.9039,7
1960,22,2024-10-28,2024-10-21,xgboost_demand_v1,1.0.0,43.38,34.7,52.06,2.0,41.38,100.0,0.9269,7
1961,22,2024-10-29,2024-10-22,xgboost_demand_v1,1.0.0,43.9,35.12,52.68,45.0,1.1,2.3913,0.9379,7
1962,22,2024-10-30,2024-10-23,xgboost_demand_v1,1.0.0,43.73,34.98,52.48,41.0,2.73,6.5,0.9345,7
1963,22,2024-10-31,2024-10-24,xgboost_demand_v1,1.0.0,46.72,37.38,56.06,58.0,11.28,19.1186,0.99,7
1964,22,2024-11-01,2024-10-25,xgboost_demand_v1,1.0.0,36.33,29.06,43.6,3.0,33.33,100.0,0.9316,7
1965,22,2024-11-02,2024-10-26,xgboost_demand_v1,1.0.0,25.26,20.21,30.31,18.0,7.26,38.2105,0.9205,7
1966,22,2024-11-03,2024-10-27,xgboost_demand_v1,1.0.0,25.64,20.51,30.77,20.0,5.64,26.8571,0.9044,7
1967,22,2024-11-04,2024-10-28,xgboost_demand_v1,1.0.0,47.23,37.78,56.68,21.0,26.23,100.0,0.789,7
1968,22,2024-11-05,2024-10-29,xgboost_demand_v1,1.0.0,40.07,32.06,48.08,1.0,39.07,100.0,0.9725,7
1969,22,2024-11-06,2024-10-30,xgboost_demand_v1,1.0.0,38.08,30.46,45.7,15.0,23.08,100.0,0.9765,7
1970,22,2024-11-07,2024-10-31,xgboost_demand_v1,1.0.0,39.51,31.61,47.41,7.0,32.51,100.0,0.987,7
1971,22,2024-11-08,2024-11-01,xgboost_demand_v1,1.0.0,41.0,32.8,49.2,38.0,3.0,7.6923,0.9488,7
1972,22,2024-11-09,2024-11-02,xgboost_demand_v1,1.0.0,21.42,17.14,25.7,38.0,16.58,42.5128,0.9152,7
1973,22,2024-11-10,2024-11-03,xgboost_demand_v1,1.0.0,25.78,20.62,30.94,4.0,21.78,100.0,0.8983,7
1974,22,2024-11-11,2024-11-04,xgboost_demand_v1,1.0.0,42.37,33.9,50.84,10.0,32.37,100.0,0.9135,7
1975,22,2024-11-12,2024-11-05,xgboost_demand_v1,1.0.0,31.17,24.94,37.4,2.0,29.17,100.0,0.7991,7
1976,22,2024-11-13,2024-11-06,xgboost_demand_v1,1.0.0,47.87,38.3,57.44,11.0,36.87,100.0,0.7725,7
1977,22,2024-11-14,2024-11-07,xgboost_demand_v1,1.0.0,40.41,32.33,48.49,45.0,4.59,9.9783,0.9639,7
1978,22,2024-11-15,2024-11-08,xgboost_demand_v1,1.0.0,34.79,27.83,41.75,31.0,3.79,11.8437,0.892,7
1979,22,2024-11-16,2024-11-09,xgboost_demand_v1,1.0.0,20.7,16.56,24.84,15.0,5.7,35.625,0.8848,7
1980,22,2024-11-17,2024-11-10,xgboost_demand_v1,1.0.0,24.06,19.25,28.87,4.0,20.06,100.0,0.9718,7
1981,22,2024-11-18,2024-11-11,xgboost_demand_v1,1.0.0,35.2,28.16,42.24,36.0,0.8,2.1622,0.9026,7
1982,22,2024-11-19,2024-11-12,xgboost_demand_v1,1.0.0,34.75,27.8,41.7,19.0,15.75,78.75,0.8911,7
1983,22,2024-11-20,2024-11-13,xgboost_demand_v1,1.0.0,37.15,29.72,44.58,16.0,21.15,100.0,0.9525,7
1984,22,2024-11-21,2024-11-14,xgboost_demand_v1,1.0.0,41.37,33.1,49.64,23.0,18.37,76.5417,0.9392,7
1985,22,2024-11-22,2024-11-15,xgboost_demand_v1,1.0.0,37.43,29.94,44.92,18.0,19.43,100.0,0.9597,7
1986,22,2024-11-23,2024-11-16,xgboost_demand_v1,1.0.0,21.06,16.85,25.27,32.0,10.94,33.1515,0.9,7
1987,22,2024-11-24,2024-11-17,xgboost_demand_v1,1.0.0,27.77,22.22,33.32,21.0,6.77,30.7727,0.8132,7
1988,22,2024-11-25,2024-11-18,xgboost_demand_v1,1.0.0,41.34,33.07,49.61,16.0,25.34,100.0,0.9401,7
1989,22,2024-11-26,2024-11-19,xgboost_demand_v1,1.0.0,35.01,28.01,42.01,25.0,10.01,38.5,0.8976,7
1990,22,2024-11-27,2024-11-20,xgboost_demand_v1,1.0.0,40.03,32.02,48.04,33.0,7.03,20.6765,0.9735,7
1991,22,2024-11-28,2024-11-21,xgboost_demand_v1,1.0.0,39.68,31.74,47.62,3.0,36.68,100.0,0.9827,7
1992,22,2024-11-29,2024-11-22,xgboost_demand_v1,1.0.0,97.5,78.0,117.0,51.0,46.5,89.4231,0.99,7
1993,22,2024-11-30,2024-11-23,xgboost_demand_v1,1.0.0,51.78,41.42,62.14,40.0,11.78,28.7317,0.99,7
1994,22,2024-12-01,2024-11-24,xgboost_demand_v1,1.0.0,37.2,29.76,44.64,23.0,14.2,59.1667,0.9813,7
1995,22,2024-12-02,2024-11-25,xgboost_demand_v1,1.0.0,37.06,29.65,44.47,25.0,12.06,46.3846,0.9442,7
1996,22,2024-12-03,2024-11-26,xgboost_demand_v1,1.0.0,35.02,28.02,42.02,38.0,2.98,7.641,0.99,7
1997,22,2024-12-04,2024-11-27,xgboost_demand_v1,1.0.0,35.99,28.79,43.19,18.0,17.99,94.6842,0.9746,7
1998,22,2024-12-05,2024-11-28,xgboost_demand_v1,1.0.0,37.01,29.61,44.41,45.0,7.99,17.3696,0.9456,7
1999,22,2024-12-06,2024-11-29,xgboost_demand_v1,1.0.0,34.93,27.94,41.92,29.0,5.93,19.7667,0.99,7
2000,22,2024-12-07,2024-11-30,xgboost_demand_v1,1.0.0,22.94,18.35,27.53,7.0,15.94,100.0,0.9107,7
2001,22,2024-12-08,2024-12-01,xgboost_demand_v1,1.0.0,24.45,19.56,29.34,6.0,18.45,100.0,0.8392,7
2002,22,2024-12-09,2024-12-02,xgboost_demand_v1,1.0.0,34.05,27.24,40.86,15.0,19.05,100.0,0.97,7
2003,22,2024-12-10,2024-12-03,xgboost_demand_v1,1.0.0,32.9,26.32,39.48,15.0,17.9,100.0,0.9372,7
2004,22,2024-12-11,2024-12-04,xgboost_demand_v1,1.0.0,29.44,23.55,35.33,45.0,15.56,33.8261,0.8387,7
2005,22,2024-12-12,2024-12-05,xgboost_demand_v1,1.0.0,38.1,30.48,45.72,17.0,21.1,100.0,0.9145,7
2006,22,2024-12-13,2024-12-06,xgboost_demand_v1,1.0.0,34.52,27.62,41.42,10.0,24.52,100.0,0.9834,7
2007,22,2024-12-14,2024-12-07,xgboost_demand_v1,1.0.0,18.2,14.56,21.84,1.0,17.2,100.0,0.864,7
2008,22,2024-12-15,2024-12-08,xgboost_demand_v1,1.0.0,19.75,15.8,23.7,10.0,9.75,88.6364,0.9376,7
2009,22,2024-12-16,2024-12-09,xgboost_demand_v1,1.0.0,37.04,29.63,44.45,41.0,3.96,9.4286,0.9448,7
2010,22,2024-12-17,2024-12-10,xgboost_demand_v1,1.0.0,38.48,30.78,46.18,12.0,26.48,100.0,0.9038,7
2011,22,2024-12-18,2024-12-11,xgboost_demand_v1,1.0.0,37.49,29.99,44.99,2.0,35.49,100.0,0.932,7
2012,22,2024-12-19,2024-12-12,xgboost_demand_v1,1.0.0,34.95,27.96,41.94,29.0,5.95,19.8333,0.99,7
2013,22,2024-12-20,2024-12-13,xgboost_demand_v1,1.0.0,38.22,30.58,45.86,47.0,8.78,18.2917,0.9112,7
2014,22,2024-12-21,2024-12-14,xgboost_demand_v1,1.0.0,21.37,17.1,25.64,22.0,0.63,2.7391,0.9854,7
2015,22,2024-12-22,2024-12-15,xgboost_demand_v1,1.0.0,21.63,17.3,25.96,22.0,0.37,1.6087,0.9732,7
2016,22,2024-12-23,2024-12-16,xgboost_demand_v1,1.0.0,31.84,25.47,38.21,11.0,20.84,100.0,0.9071,7
2017,22,2024-12-24,2024-12-17,xgboost_demand_v1,1.0.0,75.47,60.38,90.56,43.0,32.47,73.7955,0.8684,7
2018,22,2024-12-25,2024-12-18,xgboost_demand_v1,1.0.0,11.41,9.13,13.69,12.0,0.59,4.5385,0.9163,7
2019,22,2024-12-26,2024-12-19,xgboost_demand_v1,1.0.0,33.61,26.89,40.33,15.0,18.61,100.0,0.9576,7
2020,22,2024-12-27,2024-12-20,xgboost_demand_v1,1.0.0,39.83,31.86,47.8,42.0,2.17,5.0465,0.8652,7
2021,22,2024-12-28,2024-12-21,xgboost_demand_v1,1.0.0,17.92,14.34,21.5,27.0,9.08,32.4286,0.8509,7
2022,22,2024-12-29,2024-12-22,xgboost_demand_v1,1.0.0,19.11,15.29,22.93,10.0,9.11,82.8182,0.9075,7
2023,22,2024-12-30,2024-12-23,xgboost_demand_v1,1.0.0,30.06,24.05,36.07,10.0,20.06,100.0,0.8563,7
2024,22,2024-12-31,2024-12-24,xgboost_demand_v1,1.0.0,40.18,32.14,48.22,23.0,17.18,71.5833,0.9539,7
2025,23,2024-10-01,2024-09-24,xgboost_demand_v1,1.0.0,36.6,29.28,43.92,4.0,32.6,100.0,0.9149,7
2026,23,2024-10-02,2024-09-25,xgboost_demand_v1,1.0.0,44.63,35.7,53.56,36.0,8.63,23.3243,0.8842,7
2027,23,2024-10-03,2024-09-26,xgboost_demand_v1,1.0.0,40.71,32.57,48.85,21.0,19.71,89.5909,0.9823,7
2028,23,2024-10-04,2024-09-27,xgboost_demand_v1,1.0.0,38.77,31.02,46.52,23.0,15.77,65.7083,0.9692,7
2029,23,2024-10-05,2024-09-28,xgboost_demand_v1,1.0.0,25.28,20.22,30.34,7.0,18.28,100.0,0.9466,7
2030,23,2024-10-06,2024-09-29,xgboost_demand_v1,1.0.0,26.32,21.06,31.58,9.0,17.32,100.0,0.9035,7
2031,23,2024-10-07,2024-09-30,xgboost_demand_v1,1.0.0,46.33,37.06,55.6,14.0,32.33,100.0,0.8417,7
2032,23,2024-10-08,2024-10-01,xgboost_demand_v1,1.0.0,39.7,31.76,47.64,6.0,33.7,100.0,0.99,7
2033,23,2024-10-09,2024-10-02,xgboost_demand_v1,1.0.0,40.06,32.05,48.07,23.0,17.06,71.0833,0.99,7
2034,23,2024-10-10,2024-10-03,xgboost_demand_v1,1.0.0,35.2,28.16,42.24,31.0,4.2,13.125,0.8799,7
2035,23,2024-10-11,2024-10-04,xgboost_demand_v1,1.0.0,41.01,32.81,49.21,28.0,13.01,44.8621,0.9746,7
2036,23,2024-10-12,2024-10-05,xgboost_demand_v1,1.0.0,24.81,19.85,29.77,7.0,17.81,100.0,0.9664,7
2037,23,2024-10-13,2024-10-06,xgboost_demand_v1,1.0.0,22.45,17.96,26.94,34.0,11.55,33.0,0.9354,7
2038,23,2024-10-14,2024-10-07,xgboost_demand_v1,1.0.0,40.33,32.26,48.4,4.0,36.33,100.0,0.99,7
2039,23,2024-10-15,2024-10-08,xgboost_demand_v1,1.0.0,38.98,31.18,46.78,8.0,30.98,100.0,0.9745,7
2040,23,2024-10-16,2024-10-09,xgboost_demand_v1,1.0.0,41.85,33.48,50.22,16.0,25.85,100.0,0.9539,7
2041,23,2024-10-17,2024-10-10,xgboost_demand_v1,1.0.0,39.05,31.24,46.86,10.0,29.05,100.0,0.9763,7
2042,23,2024-10-18,2024-10-11,xgboost_demand_v1,1.0.0,41.08,32.86,49.3,6.0,35.08,100.0,0.973,7
2043,23,2024-10-19,2024-10-12,xgboost_demand_v1,1.0.0,22.5,18.0,27.0,30.0,7.5,24.1935,0.9376,7
2044,23,2024-10-20,2024-10-13,xgboost_demand_v1,1.0.0,26.27,21.02,31.52,17.0,9.27,51.5,0.9056,7
2045,23,2024-10-21,2024-10-14,xgboost_demand_v1,1.0.0,42.41,33.93,50.89,3.0,39.41,100.0,0.9398,7
2046,23,2024-10-22,2024-10-15,xgboost_demand_v1,1.0.0,45.25,36.2,54.3,21.0,24.25,100.0,0.8688,7
2047,23,2024-10-23,2024-10-16,xgboost_demand_v1,1.0.0,40.6,32.48,48.72,33.0,7.6,22.3529,0.9849,7
2048,23,2024-10-24,2024-10-17,xgboost_demand_v1,1.0.0,39.76,31.81,47.71,17.0,22.76,100.0,0.99,7
2049,23,2024-10-25,2024-10-18,xgboost_demand_v1,1.0.0,33.28,26.62,39.94,9.0,24.28,100.0,0.832,7
2050,23,2024-10-26,2024-10-19,xgboost_demand_v1,1.0.0,26.51,21.21,31.81,11.0,15.51,100.0,0.8955,7
2051,23,2024-10-27,2024-10-20,xgboost_demand_v1,1.0.0,24.25,19.4,29.1,9.0,15.25,100.0,0.9897,7
2052,23,2024-10-28,2024-10-21,xgboost_demand_v1,1.0.0,38.88,31.1,46.66,16.0,22.88,100.0,0.9721,7
2053,23,2024-10-29,2024-10-22,xgboost_demand_v1,1.0.0,43.94,35.15,52.73,1.0,42.94,100.0,0.9014,7
2054,23,2024-10-30,2024-10-23,xgboost_demand_v1,1.0.0,43.68,34.94,52.42,3.0,40.68,100.0,0.9081,7
2055,23,2024-10-31,2024-10-24,xgboost_demand_v1,1.0.0,38.19,30.55,45.83,53.0,14.81,27.4259,0.9547,7
2056,23,2024-11-01,2024-10-25,xgboost_demand_v1,1.0.0,39.55,31.64,47.46,18.0,21.55,100.0,0.9591,7
2057,23,2024-11-02,2024-10-26,xgboost_demand_v1,1.0.0,22.94,18.35,27.53,23.0,0.06,0.25,0.99,7
2058,23,2024-11-03,2024-10-27,xgboost_demand_v1,1.0.0,25.93,20.74,31.12,12.0,13.93,100.0,0.8628,7
2059,23,2024-11-04,2024-10-28,xgboost_demand_v1,1.0.0,33.42,26.74,40.1,12.0,21.42,100.0,0.8796,7
2060,23,2024-11-05,2024-10-29,xgboost_demand_v1,1.0.0,44.05,35.24,52.86,8.0,36.05,100.0,0.8407,7
2061,23,2024-11-06,2024-10-30,xgboost_demand_v1,1.0.0,42.81,34.25,51.37,17.0,25.81,100.0,0.8734,7
2062,23,2024-11-07,2024-10-31,xgboost_demand_v1,1.0.0,36.24,28.99,43.49,16.0,20.24,100.0,0.9537,7
2063,23,2024-11-08,2024-11-01,xgboost_demand_v1,1.0.0,35.65,28.52,42.78,18.0,17.65,92.8947,0.9381,7
2064,23,2024-11-09,2024-11-02,xgboost_demand_v1,1.0.0,23.89,19.11,28.67,6.0,17.89,100.0,0.952,7
2065,23,2024-11-10,2024-11-03,xgboost_demand_v1,1.0.0,19.17,15.34,23.0,6.0,13.17,100.0,0.8408,7
2066,23,2024-11-11,2024-11-04,xgboost_demand_v1,1.0.0,39.08,31.26,46.9,12.0,27.08,100.0,0.9715,7
2067,23,2024-11-12,2024-11-05,xgboost_demand_v1,1.0.0,38.82,31.06,46.58,15.0,23.82,100.0,0.9785,7
2068,23,2024-11-13,2024-11-06,xgboost_demand_v1,1.0.0,40.37,32.3,48.44,7.0,33.37,100.0,0.9376,7
2069,23,2024-11-14,2024-11-07,xgboost_demand_v1,1.0.0,35.02,28.02,42.02,10.0,25.02,100.0,0.9216,7
2070,23,2024-11-15,2024-11-08,xgboost_demand_v1,1.0.0,49.07,39.26,58.88,11.0,38.07,100.0,0.7087,7
2071,23,2024-11-16,2024-11-09,xgboost_demand_v1,1.0.0,23.32,18.66,27.98,2.0,21.32,100.0,0.9773,7
2072,23,2024-11-17,2024-11-10,xgboost_demand_v1,1.0.0,26.04,20.83,31.25,7.0,19.04,100.0,0.8577,7
2073,23,2024-11-18,2024-11-11,xgboost_demand_v1,1.0.0,39.96,31.97,47.95,32.0,7.96,24.1212,0.9484,7
2074,23,2024-11-19,2024-11-12,xgboost_demand_v1,1.0.0,41.93,33.54,50.32,29.0,12.93,43.1,0.8965,7
2075,23,2024-11-20,2024-11-13,xgboost_demand_v1,1.0.0,32.76,26.21,39.31,28.0,4.76,16.4138,0.862,7
2076,23,2024-11-21,2024-11-14,xgboost_demand_v1,1.0.0,46.07,36.86,55.28,14.0,32.07,100.0,0.7877,7
2077,23,2024-11-22,2024-11-15,xgboost_demand_v1,1.0.0,40.42,32.34,48.5,6.0,34.42,100.0,0.9364,7
2078,23,2024-11-23,2024-11-16,xgboost_demand_v1,1.0.0,24.07,19.26,28.88,13.0,11.07,79.0714,0.9444,7
2079,23,2024-11-24,2024-11-17,xgboost_demand_v1,1.0.0,24.44,19.55,29.33,11.0,13.44,100.0,0.9281,7
2080,23,2024-11-25,2024-11-18,xgboost_demand_v1,1.0.0,40.17,32.14,48.2,3.0,37.17,100.0,0.943,7
2081,23,2024-11-26,2024-11-19,xgboost_demand_v1,1.0.0,38.88,31.1,46.66,8.0,30.88,100.0,0.9767,7
2082,23,2024-11-27,2024-11-20,xgboost_demand_v1,1.0.0,37.0,29.6,44.4,3.0,34.0,100.0,0.9738,7
2083,23,2024-11-28,2024-11-21,xgboost_demand_v1,1.0.0,33.13,26.5,39.76,15.0,18.13,100.0,0.8717,7
2084,23,2024-11-29,2024-11-22,xgboost_demand_v1,1.0.0,114.45,91.56,137.34,49.0,65.45,100.0,0.7953,7
2085,23,2024-11-30,2024-11-23,xgboost_demand_v1,1.0.0,44.22,35.38,53.06,11.0,33.22,100.0,0.8817,7
2086,23,2024-12-01,2024-11-24,xgboost_demand_v1,1.0.0,48.51,38.81,58.21,51.0,2.49,4.7885,0.8771,7
2087,23,2024-12-02,2024-11-25,xgboost_demand_v1,1.0.0,42.3,33.84,50.76,21.0,21.3,96.8182,0.9425,7
2088,23,2024-12-03,2024-11-26,xgboost_demand_v1,1.0.0,36.91,29.53,44.29,19.0,17.91,89.55,0.9229,7
2089,23,2024-12-04,2024-11-27,xgboost_demand_v1,1.0.0,43.5,34.8,52.2,22.0,21.5,93.4783,0.9125,7
2090,23,2024-12-05,2024-11-28,xgboost_demand_v1,1.0.0,38.11,30.49,45.73,3.0,35.11,100.0,0.9528,7
2091,23,2024-12-06,2024-11-29,xgboost_demand_v1,1.0.0,49.02,39.22,58.82,39.0,10.02,25.05,0.7745,7
2092,23,2024-12-07,2024-11-30,xgboost_demand_v1,1.0.0,23.87,19.1,28.64,2.0,21.87,100.0,0.99,7
2093,23,2024-12-08,2024-12-01,xgboost_demand_v1,1.0.0,26.5,21.2,31.8,4.0,22.5,100.0,0.896,7
2094,23,2024-12-09,2024-12-02,xgboost_demand_v1,1.0.0,37.8,30.24,45.36,10.0,27.8,100.0,0.9449,7
2095,23,2024-12-10,2024-12-03,xgboost_demand_v1,1.0.0,35.77,28.62,42.92,15.0,20.77,100.0,0.8942,7
2096,23,2024-12-11,2024-12-04,xgboost_demand_v1,1.0.0,39.8,31.84,47.76,31.0,8.8,27.5,0.99,7
2097,23,2024-12-12,2024-12-05,xgboost_demand_v1,1.0.0,47.42,37.94,56.9,39.0,8.42,21.05,0.8144,7
2098,23,2024-12-13,2024-12-06,xgboost_demand_v1,1.0.0,32.77,26.22,39.32,3.0,29.77,100.0,0.8191,7
2099,23,2024-12-14,2024-12-07,xgboost_demand_v1,1.0.0,22.35,17.88,26.82,20.0,2.35,11.1905,0.9313,7
2100,23,2024-12-15,2024-12-08,xgboost_demand_v1,1.0.0,23.89,19.11,28.67,16.0,7.89,46.4118,0.99,7
2101,23,2024-12-16,2024-12-09,xgboost_demand_v1,1.0.0,35.84,28.67,43.01,13.0,22.84,100.0,0.8961,7
2102,23,2024-12-17,2024-12-10,xgboost_demand_v1,1.0.0,34.73,27.78,41.68,3.0,31.73,100.0,0.8683,7
2103,23,2024-12-18,2024-12-11,xgboost_demand_v1,1.0.0,44.41,35.53,53.29,12.0,32.41,100.0,0.8898,7
2104,23,2024-12-19,2024-12-12,xgboost_demand_v1,1.0.0,36.86,29.49,44.23,8.0,28.86,100.0,0.9214,7
2105,23,2024-12-20,2024-12-13,xgboost_demand_v1,1.0.0,36.47,29.18,43.76,12.0,24.47,100.0,0.9118,7
2106,23,2024-12-21,2024-12-14,xgboost_demand_v1,1.0.0,22.38,17.9,26.86,17.0,5.38,29.8889,0.9324,7
2107,23,2024-12-22,2024-12-15,xgboost_demand_v1,1.0.0,23.49,18.79,28.19,1.0,22.49,100.0,0.9788,7
2108,23,2024-12-23,2024-12-16,xgboost_demand_v1,1.0.0,42.27,33.82,50.72,25.0,17.27,66.4231,0.9432,7
2109,23,2024-12-24,2024-12-17,xgboost_demand_v1,1.0.0,65.86,52.69,79.03,32.0,33.86,100.0,0.8666,7
